sample_index,debug_step,t_s,theta_true_deg,theta_mtcn_deg,theta_observer_deg,abs_error_mtcn_deg,abs_error_observer_deg,delta_abs_error_deg,evaluation_sample,observer_better_beyond_tolerance,mtcn_better_beyond_tolerance,near_tie
30,30.0,0.3,-0.030849609374996558,0.0,7.145980476540206,0.030849609374996558,7.176830085915203,7.145980476540206,0,0,0,0
31,31.0,0.31,-0.03304174804687074,0.0,7.2167430586758545,0.03304174804687074,7.249784806722725,7.2167430586758545,0,0,0,0
32,32.0,0.32,-0.03523388671874492,0.0,7.280307740980945,0.03523388671874492,7.315541627699689,7.280307740980945,0,0,0,0
33,33.0,0.33,-0.03742602539062482,0.0,7.340672239044856,0.03742602539062482,7.378098264435481,7.340672239044856,0,0,0,0
34,34.0,0.34,-0.039618164062498996,0.0,7.383282857871832,0.039618164062498996,7.42290102193433,7.383282857871832,0,0,0,0
35,35.0,0.35,-0.041810302734373174,0.0,7.418656642188489,0.041810302734373174,7.460466944922863,7.418656642188489,0,0,0,0
36,36.0,0.36,-0.04432324218749835,0.0,7.4322849346511415,0.04432324218749835,7.476608176838639,7.4322849346511415,0,0,0,0
37,37.0,0.37,-0.046836181640623524,0.0,7.40721867734404,0.046836181640623524,7.454054858984663,7.40721867734404,0,0,0,0
38,38.0,0.38,-0.0493491210937487,0.0,7.367478763534513,0.0493491210937487,7.416827884628262,7.367478763534513,0,0,0,0
39,39.0,0.39,-0.051862060546873874,0.0,7.328631149205169,0.051862060546873874,7.380493209752043,7.328631149205169,0,0,0,0
40,40.0,0.4,-0.05437499999999905,0.0,7.2893419351049955,0.05437499999999905,7.343716935104995,7.2893419351049955,0,0,0,0
41,41.0,0.41,-0.05720434570312489,0.0,7.254019947290572,0.05720434570312489,7.311224292993697,7.254019947290572,0,0,0,0
42,42.0,0.42,-0.060033691406245,0.0,7.215055230498374,0.060033691406245,7.275088921904619,7.215055230498374,0,0,0,0
43,43.0,0.43,-0.06286303710937086,0.0,7.179282168476834,0.06286303710937086,7.242145205586205,7.179282168476834,0,0,0,0
44,44.0,0.44,-0.06569238281249669,0.0,7.141491310264589,0.06569238281249669,7.207183693077086,7.141491310264589,0,0,0,0
